crop_type,crop_growth_stage,soil_type,soil_ph,soil_moisture,organic_carbon,electrical_conductivity,N,P,K,temperature_c,humidity,rainfall_mm,sunlight_hours,wind_speed_kmh,season,irrigation_type,water_source,field_area_hectare,mulching_used,previous_irrigation_mm,region,irrigation_need,water_required_mm
Cotton,Flowering,Clay,4.91,10.26,1.46,2.36,117.0,46.0,19.0,16.58,92.73,368.11,6.63,1.08,Zaid,Rainfed,River,6.52,Yes,67.84,South,Medium,73.13
Cotton,Vegetative,Loamy,7.16,59.57,1.56,3.45,117.0,46.0,19.0,35.74,53.6,1052.29,6.11,6.67,Kharif,Drip,Rainwater,12.11,Yes,69.56,North,Low,31.69
Rice,Harvest,Clay,6.68,49.37,0.46,1.97,80.0,47.0,40.0,38.46,48.5,302.64,5.34,14.74,Kharif,Sprinkler,Reservoir,14.56,Yes,30.15,South,Low,13.46
Maize,Sowing,Clay,5.74,41.05,1.36,3.28,76.0,48.5,20.0,21.6,44.37,60.96,10.35,12.06,Rabi,Drip,Rainwater,10.77,No,31.55,East,Medium,31.86
Cotton,Sowing,Silt,6.42,64.81,1.04,1.3,117.0,46.0,19.0,19.69,46.13,2493.43,5.83,15.45,Rabi,Canal,Rainwater,7.54,No,61.89,Central,Low,22.72
Rice,Harvest,Silt,6.33,63.63,0.99,0.75,80.0,47.0,40.0,17.45,31.17,2201.02,10.28,3.6,Rabi,Canal,Reservoir,2.46,No,68.91,Central,Low,17.53
Rice,Harvest,Loamy,6.85,55.18,1.22,1.55,80.0,47.0,40.0,16.54,40.52,259.36,5.62,9.04,Rabi,Rainfed,River,8.57,No,54.67,East,Low,19.23
Cotton,Sowing,Loamy,7.84,64.92,0.78,2.31,117.0,46.0,19.0,29.69,45.76,1314.18,8.37,16.31,Zaid,Canal,Rainwater,13.61,Yes,86.56,East,Low,35.08
Rice,Harvest,Clay,7.83,19.66,1.57,1.38,80.0,47.0,40.0,18.23,40.4,1371.21,9.78,11.71,Zaid,Rainfed,Rainwater,9.53,Yes,13.35,East,Low,5.15
Rice,Flowering,Clay,5.72,36.71,0.73,2.01,80.0,47.0,40.0,28.36,57.62,830.3,8.34,3.87,Rabi,Sprinkler,Rainwater,0.79,No,109.15,West,Low,69.78
Rice,Flowering,Sandy,5.69,52.14,0.52,2.95,80.0,47.0,40.0,19.45,32.02,1682.07,6.43,3.23,Kharif,Drip,Reservoir,8.7,No,115.37,South,Low,58.22
Rice,Sowing,Silt,5.75,8.03,0.46,2.57,80.0,47.0,40.0,39.2,85.34,96.07,4.08,3.7,Zaid,Drip,Reservoir,6.67,No,103.08,North,Medium,143.23
Maize,Sowing,Clay,5.26,16.72,0.51,1.09,76.0,48.5,20.0,19.51,46.3,1885.51,6.24,6.13,Zaid,Rainfed,Reservoir,11.35,Yes,43.62,East,Low,24.38
Maize,Flowering,Sandy,6.94,23.17,1.48,1.96,76.0,48.5,20.0,23.05,30.86,2258.24,5.92,18.69,Kharif,Drip,Rainwater,8.06,No,87.82,Central,Medium,85.18
Cotton,Vegetative,Silt,7.3,28.32,0.68,3.18,117.0,46.0,19.0,34.56,61.94,890.44,9.65,17.28,Rabi,Drip,Reservoir,1.29,Yes,112.45,West,Medium,97.44
Rice,Vegetative,Sandy,7.72,61.61,1.36,2.95,80.0,47.0,40.0,23.15,42.84,2491.82,6.25,9.52,Rabi,Sprinkler,River,1.37,Yes,61.08,West,Low,24.11
Cotton,Harvest,Loamy,5.49,13.42,1.52,1.87,117.0,46.0,19.0,30.23,56.42,1791.93,7.16,16.12,Kharif,Canal,River,5.7,Yes,62.94,West,Medium,39.18
Rice,Vegetative,Silt,5.85,11.95,1.49,2.34,80.0,47.0,40.0,34.36,89.02,401.79,6.01,11.45,Kharif,Sprinkler,Groundwater,8.56,Yes,66.3,North,Medium,69.01
Cotton,Vegetative,Sandy,5.62,36.76,0.36,3.46,117.0,46.0,19.0,28.09,55.91,1006.73,5.86,10.77,Rabi,Rainfed,River,3.07,No,15.57,East,Medium,11.81
Rice,Flowering,Sandy,6.76,47.34,0.58,3.46,80.0,47.0,40.0,35.86,59.62,843.93,6.42,16.51,Zaid,Sprinkler,River,3.52,No,74.99,North,Medium,66.57
Rice,Sowing,Sandy,7.31,11.48,0.9,3.42,80.0,47.0,40.0,29.55,53.58,1918.02,4.28,11.7,Rabi,Canal,Rainwater,10.88,Yes,78.09,East,Low,48.29
Maize,Harvest,Clay,6.47,56.87,1.05,1.22,76.0,48.5,20.0,17.89,93.11,2049.72,9.53,15.05,Rabi,Canal,Rainwater,4.1,No,30.74,West,Low,8.47
Rice,Harvest,Loamy,6.63,61.38,0.52,3.05,80.0,47.0,40.0,40.92,52.81,1054.39,4.33,1.63,Zaid,Drip,Rainwater,4.22,Yes,107.24,East,Low,34.81
Cotton,Sowing,Sandy,7.24,28.3,0.33,1.2,117.0,46.0,19.0,29.07,73.74,1483.79,9.94,13.34,Zaid,Canal,Reservoir,3.42,Yes,98.33,East,Low,56.66
Cotton,Flowering,Clay,7.34,14.76,1.47,1.27,117.0,46.0,19.0,20.13,32.35,1865.36,8.83,7.03,Rabi,Sprinkler,Groundwater,9.41,No,33.03,Central,Medium,31.86
Maize,Harvest,Loamy,8.17,9.52,1.18,0.44,76.0,48.5,20.0,13.44,69.7,1278.5,7.33,3.81,Kharif,Canal,Reservoir,11.79,No,111.49,North,Low,41.55
Rice,Flowering,Clay,5.97,49.0,0.98,2.25,80.0,47.0,40.0,12.02,49.51,1336.32,8.13,4.79,Zaid,Drip,Reservoir,14.23,Yes,20.06,Central,Low,9.96
Rice,Sowing,Sandy,6.2,9.14,1.2,2.4,80.0,47.0,40.0,31.18,89.18,1166.54,4.86,5.0,Zaid,Canal,River,13.57,No,0.47,East,Medium,0.42
Cotton,Flowering,Loamy,5.49,20.63,0.49,3.28,117.0,46.0,19.0,37.33,59.83,1830.09,9.81,3.63,Zaid,Rainfed,Rainwater,9.68,Yes,105.1,South,Medium,119.13
Rice,Vegetative,Loamy,7.16,45.84,1.16,2.15,80.0,47.0,40.0,19.73,49.36,2480.3,6.22,8.55,Zaid,Rainfed,Rainwater,4.47,Yes,10.55,East,Low,4.74
Rice,Sowing,Sandy,6.14,11.4,0.89,2.14,80.0,47.0,40.0,14.33,59.55,575.47,7.91,2.99,Rabi,Rainfed,River,5.3,Yes,84.7,North,Low,45.09
Cotton,Harvest,Silt,6.35,56.72,1.08,3.14,117.0,46.0,19.0,22.19,30.36,1049.31,5.45,16.81,Rabi,Sprinkler,Groundwater,4.04,No,11.82,West,Low,3.41
Maize,Vegetative,Loamy,5.79,49.74,0.34,0.24,76.0,48.5,20.0,25.73,80.82,1312.83,6.33,18.7,Zaid,Canal,Groundwater,7.82,Yes,109.16,Central,Low,50.16
Cotton,Flowering,Sandy,5.59,12.52,1.59,2.28,117.0,46.0,19.0,37.49,43.69,1172.88,10.61,6.68,Rabi,Canal,Reservoir,9.68,Yes,54.1,Central,Medium,61.71
Cotton,Sowing,Clay,4.83,25.78,0.85,0.81,117.0,46.0,19.0,27.71,48.94,1249.3,4.47,5.49,Zaid,Canal,Rainwater,3.33,No,115.19,West,Low,66.87
Rice,Sowing,Loamy,7.5,34.04,0.4,0.57,80.0,47.0,40.0,18.37,67.84,48.71,10.99,15.99,Kharif,Canal,Groundwater,10.52,Yes,47.02,South,Low,34.48
Cotton,Harvest,Silt,6.85,37.33,0.71,3.1,117.0,46.0,19.0,25.78,37.71,602.38,8.78,2.64,Kharif,Sprinkler,Groundwater,11.25,No,119.55,East,Low,43.24
Cotton,Sowing,Clay,7.03,46.93,0.79,0.32,117.0,46.0,19.0,38.15,86.87,1878.89,9.91,5.1,Zaid,Drip,River,7.21,No,95.95,West,Low,50.91
Rice,Sowing,Sandy,5.98,20.3,1.17,3.12,80.0,47.0,40.0,29.6,81.61,258.68,10.37,15.98,Kharif,Sprinkler,Groundwater,3.95,Yes,20.56,West,Medium,23.08
Cotton,Vegetative,Sandy,7.38,58.24,1.42,3.49,117.0,46.0,19.0,36.55,87.33,314.41,4.45,16.85,Rabi,Drip,Reservoir,1.06,Yes,119.49,West,Medium,96.67
Rice,Vegetative,Clay,5.15,27.77,1.13,2.61,80.0,47.0,40.0,35.94,87.83,2467.04,4.3,11.88,Zaid,Sprinkler,River,2.33,Yes,80.86,South,Medium,71.27
Rice,Vegetative,Silt,5.12,52.5,1.01,0.56,80.0,47.0,40.0,34.62,86.94,622.62,9.72,4.81,Rabi,Canal,Reservoir,14.13,No,21.13,North,Medium,14.68
Maize,Harvest,Loamy,5.95,31.05,0.81,1.25,76.0,48.5,20.0,34.54,29.32,2405.52,10.7,5.36,Rabi,Drip,Reservoir,0.51,Yes,79.2,South,Low,32.87
Rice,Harvest,Clay,5.64,52.38,0.96,1.5,80.0,47.0,40.0,39.48,56.06,1259.59,4.14,15.38,Rabi,Drip,Rainwater,5.99,No,61.25,West,Low,21.8
Cotton,Harvest,Loamy,7.93,59.38,1.28,0.65,117.0,46.0,19.0,22.12,39.2,261.83,6.54,15.01,Rabi,Canal,River,14.74,Yes,36.54,West,Low,13.01
Cotton,Flowering,Silt,6.97,33.91,0.38,1.03,117.0,46.0,19.0,23.33,85.29,1846.23,4.29,7.84,Rabi,Drip,River,11.8,No,67.15,East,Low,41.85
Rice,Vegetative,Loamy,5.39,19.23,0.72,0.37,80.0,47.0,40.0,26.1,31.87,669.42,5.56,14.47,Kharif,Sprinkler,Groundwater,10.28,No,29.77,North,Medium,25.43
Maize,Flowering,Clay,6.25,34.96,1.38,0.95,76.0,48.5,20.0,29.71,67.76,2470.21,10.72,3.67,Kharif,Canal,River,11.65,No,24.69,South,Low,16.24
Cotton,Sowing,Silt,6.81,51.47,0.85,0.78,117.0,46.0,19.0,35.54,26.6,1688.03,10.22,11.03,Kharif,Canal,Rainwater,8.49,No,93.71,South,Low,46.44
Cotton,Vegetative,Loamy,7.3,64.84,1.5,0.83,117.0,46.0,19.0,19.72,86.73,1797.78,4.15,11.22,Zaid,Rainfed,Reservoir,11.52,Yes,99.83,South,Low,36.64
Cotton,Harvest,Sandy,7.26,50.63,1.17,0.53,117.0,46.0,19.0,27.77,44.25,1687.79,9.43,11.49,Zaid,Sprinkler,Groundwater,2.95,Yes,89.88,Central,Low,29.23
Cotton,Harvest,Sandy,6.89,59.04,0.81,1.04,117.0,46.0,19.0,21.76,48.58,1143.17,4.82,1.78,Rabi,Rainfed,Reservoir,7.49,No,98.0,West,Low,27.47
Cotton,Harvest,Clay,5.27,60.53,0.76,0.33,117.0,46.0,19.0,31.24,47.92,2121.27,6.42,8.88,Kharif,Sprinkler,Rainwater,9.57,Yes,82.94,Central,Low,25.11
Maize,Vegetative,Silt,6.46,12.32,1.19,1.8,76.0,48.5,20.0,39.61,66.9,2052.8,10.11,0.54,Rabi,Sprinkler,River,11.94,Yes,118.85,North,Medium,115.1
Maize,Sowing,Clay,7.37,49.93,1.28,0.3,76.0,48.5,20.0,33.68,31.88,921.89,4.86,11.54,Rabi,Canal,River,7.66,No,52.65,East,Low,26.05
Maize,Harvest,Clay,7.25,64.82,0.82,1.94,76.0,48.5,20.0,25.71,29.16,2172.67,9.03,0.88,Kharif,Sprinkler,Rainwater,2.74,Yes,85.12,North,Low,23.26
Rice,Sowing,Clay,5.28,51.82,0.5,2.31,80.0,47.0,40.0,18.56,69.14,357.75,4.92,11.67,Kharif,Sprinkler,River,10.41,Yes,86.29,South,Low,42.25
Maize,Sowing,Clay,5.42,39.76,1.54,3.08,76.0,48.5,20.0,16.09,51.16,302.52,9.74,4.57,Kharif,Sprinkler,River,3.54,Yes,109.77,North,Low,61.6
Cotton,Vegetative,Clay,7.51,28.89,1.34,3.05,117.0,46.0,19.0,12.64,29.2,105.23,6.35,5.99,Zaid,Sprinkler,Reservoir,11.82,Yes,26.32,South,Medium,26.68
Cotton,Sowing,Silt,6.35,19.17,0.57,0.29,117.0,46.0,19.0,28.59,76.66,1539.65,10.35,13.17,Rabi,Canal,River,7.31,No,96.21,Central,Medium,84.22
Cotton,Vegetative,Sandy,5.34,20.65,1.51,2.38,117.0,46.0,19.0,37.97,83.06,323.54,6.17,13.01,Rabi,Sprinkler,Reservoir,5.75,No,116.31,Central,High,173.29
Cotton,Harvest,Clay,5.37,39.28,0.46,3.34,117.0,46.0,19.0,41.49,70.62,1989.27,10.92,13.6,Zaid,Drip,Reservoir,11.47,No,82.48,Central,Low,33.45
Rice,Flowering,Silt,6.67,60.03,0.64,0.7,80.0,47.0,40.0,25.49,65.41,1545.35,9.19,0.7,Zaid,Canal,Rainwater,6.96,Yes,106.81,South,Low,52.73
Maize,Harvest,Silt,5.22,11.12,1.04,1.05,76.0,48.5,20.0,22.44,59.41,1909.35,8.2,16.88,Zaid,Drip,Rainwater,4.35,Yes,21.24,North,Low,8.57
Rice,Sowing,Loamy,7.33,22.54,1.12,1.96,80.0,47.0,40.0,22.3,45.43,288.46,4.54,8.25,Kharif,Rainfed,Reservoir,4.98,Yes,102.83,West,Medium,103.0
Maize,Sowing,Silt,7.22,13.41,0.43,2.17,76.0,48.5,20.0,22.29,72.85,2310.48,8.96,7.36,Zaid,Sprinkler,Reservoir,13.04,No,23.32,West,Low,13.42
Maize,Sowing,Silt,5.0,30.14,1.09,0.45,76.0,48.5,20.0,31.34,89.88,198.68,7.63,19.22,Rabi,Sprinkler,River,0.5,Yes,68.74,North,Medium,76.01
Cotton,Harvest,Silt,6.7,41.5,0.96,3.01,117.0,46.0,19.0,28.64,42.93,546.0,4.86,19.77,Rabi,Rainfed,Rainwater,0.66,No,27.79,East,Low,9.95
Cotton,Harvest,Silt,5.09,40.96,0.94,3.03,117.0,46.0,19.0,33.56,71.89,1095.87,9.37,12.44,Zaid,Drip,Rainwater,4.25,Yes,64.38,South,Low,24.27
Cotton,Flowering,Sandy,7.17,48.27,0.86,2.34,117.0,46.0,19.0,21.13,25.11,1427.96,6.3,4.44,Rabi,Sprinkler,Rainwater,1.41,No,19.7,West,Low,10.52
Cotton,Sowing,Clay,7.56,27.74,1.08,0.48,117.0,46.0,19.0,25.5,40.19,2005.4,8.04,3.84,Zaid,Sprinkler,Reservoir,4.96,Yes,91.87,East,Low,51.36
Cotton,Vegetative,Sandy,6.74,24.89,0.32,3.2,117.0,46.0,19.0,38.6,27.84,47.25,8.54,13.65,Kharif,Drip,Reservoir,8.96,Yes,110.45,East,High,197.64
Cotton,Vegetative,Silt,5.54,34.64,0.61,0.39,117.0,46.0,19.0,19.16,90.0,412.91,9.59,13.49,Zaid,Sprinkler,River,6.91,No,101.65,South,Medium,80.02
Cotton,Sowing,Sandy,6.94,34.38,1.05,0.36,117.0,46.0,19.0,13.55,58.91,1868.8,9.08,14.06,Kharif,Rainfed,Groundwater,8.28,Yes,1.77,East,Low,0.84
Cotton,Harvest,Loamy,5.39,20.6,1.28,0.39,117.0,46.0,19.0,32.57,52.02,2212.31,7.09,9.37,Zaid,Canal,River,7.2,No,39.08,Central,Medium,24.75
Rice,Sowing,Silt,6.39,9.57,1.41,1.83,80.0,47.0,40.0,22.36,58.63,471.56,4.2,15.72,Rabi,Drip,River,9.66,Yes,71.09,West,Low,43.18
Rice,Flowering,Sandy,6.8,17.66,0.75,2.33,80.0,47.0,40.0,29.71,68.24,1301.51,5.6,4.77,Rabi,Canal,Reservoir,10.78,No,32.41,North,Medium,34.41
Cotton,Sowing,Clay,7.07,46.28,0.9,2.29,117.0,46.0,19.0,27.8,83.5,1857.34,4.99,10.68,Rabi,Drip,River,11.22,No,63.22,Central,Low,30.67
Rice,Sowing,Loamy,6.78,13.64,0.55,1.14,80.0,47.0,40.0,30.73,67.62,1281.35,7.49,13.86,Zaid,Canal,Groundwater,10.49,No,57.34,East,Medium,51.23
Rice,Harvest,Silt,5.43,42.86,0.83,1.44,80.0,47.0,40.0,32.27,75.68,2019.47,6.08,16.82,Zaid,Rainfed,Rainwater,11.95,Yes,65.22,South,Low,23.87
Cotton,Vegetative,Silt,5.11,58.56,0.62,0.37,117.0,46.0,19.0,30.3,71.69,858.78,10.1,8.8,Kharif,Sprinkler,Groundwater,8.63,No,8.51,Central,Medium,5.33
Maize,Vegetative,Silt,7.35,21.97,1.53,1.82,76.0,48.5,20.0,33.45,34.46,1867.85,5.15,10.82,Kharif,Canal,Reservoir,3.67,No,27.62,Central,High,32.41
Cotton,Vegetative,Loamy,5.4,30.7,0.78,1.93,117.0,46.0,19.0,19.85,55.13,164.94,7.48,2.72,Kharif,Canal,Reservoir,4.84,Yes,30.37,West,Medium,30.59
Maize,Flowering,Silt,6.06,26.76,1.16,1.24,76.0,48.5,20.0,18.64,90.69,860.81,8.19,16.71,Rabi,Rainfed,Rainwater,3.59,No,108.84,South,Medium,97.97
Cotton,Harvest,Sandy,4.9,51.96,0.75,3.42,117.0,46.0,19.0,36.78,47.84,796.35,10.51,6.74,Kharif,Canal,Rainwater,8.28,Yes,18.23,South,Low,6.36
Rice,Flowering,Silt,4.98,53.47,1.32,2.04,80.0,47.0,40.0,28.55,52.56,1786.01,6.04,10.37,Zaid,Rainfed,Reservoir,11.63,Yes,36.9,East,Low,20.14
Cotton,Vegetative,Loamy,7.65,47.74,0.43,3.41,117.0,46.0,19.0,14.09,54.88,2256.92,10.74,2.43,Rabi,Drip,Reservoir,14.65,No,111.08,West,Low,46.52
Maize,Harvest,Clay,6.07,50.81,1.5,3.11,76.0,48.5,20.0,21.07,75.32,451.64,8.22,15.16,Kharif,Drip,Rainwater,12.85,No,7.81,East,Low,2.55
Rice,Flowering,Silt,5.91,44.14,1.19,0.86,80.0,47.0,40.0,39.06,78.79,281.3,6.02,9.48,Kharif,Drip,Groundwater,7.99,No,108.49,East,Medium,127.71
Maize,Sowing,Silt,5.31,50.12,0.56,2.84,76.0,48.5,20.0,23.68,32.24,412.07,7.53,7.48,Kharif,Drip,Groundwater,0.33,No,9.12,South,Low,4.56
Maize,Flowering,Clay,6.91,60.32,1.09,0.34,76.0,48.5,20.0,35.47,51.56,841.58,4.18,5.87,Rabi,Drip,Groundwater,6.65,Yes,7.26,North,Low,3.93
Maize,Vegetative,Clay,6.02,32.81,1.33,2.93,76.0,48.5,20.0,13.74,67.22,370.07,6.09,2.58,Kharif,Sprinkler,Reservoir,5.69,No,38.03,Central,Low,21.15
Cotton,Sowing,Clay,5.41,60.31,0.44,1.5,117.0,46.0,19.0,39.62,28.67,66.17,4.82,9.64,Rabi,Drip,River,13.07,Yes,29.73,West,Low,20.45
Cotton,Flowering,Loamy,6.39,56.8,1.45,3.49,117.0,46.0,19.0,29.08,64.33,1446.83,6.63,10.8,Kharif,Sprinkler,Groundwater,8.78,No,68.55,Central,Medium,51.87
Cotton,Harvest,Clay,7.39,51.38,0.88,2.21,117.0,46.0,19.0,34.08,67.07,2286.57,4.44,11.35,Kharif,Canal,Reservoir,9.46,No,78.51,South,Low,26.9
Rice,Flowering,Loamy,6.44,48.35,1.56,0.89,80.0,47.0,40.0,13.32,40.57,153.65,10.01,15.84,Kharif,Canal,Groundwater,0.66,No,28.61,North,Medium,28.19
Cotton,Sowing,Loamy,7.11,26.73,0.9,3.08,117.0,46.0,19.0,35.44,63.31,1183.28,7.26,11.94,Zaid,Rainfed,River,9.25,Yes,108.64,Central,Low,67.3
Cotton,Sowing,Loamy,5.26,23.1,0.78,2.16,117.0,46.0,19.0,34.79,94.36,954.28,6.09,4.68,Kharif,Drip,Reservoir,11.66,Yes,2.74,North,Low,1.74
Rice,Vegetative,Sandy,6.65,24.8,1.24,1.18,80.0,47.0,40.0,22.19,85.28,1362.84,4.04,9.24,Kharif,Canal,Groundwater,10.6,Yes,6.27,North,Medium,4.96
Rice,Vegetative,Loamy,6.02,60.82,1.48,3.3,80.0,47.0,40.0,23.79,45.87,127.49,5.13,13.64,Kharif,Sprinkler,Groundwater,13.66,Yes,49.92,South,Medium,40.24
Cotton,Vegetative,Sandy,6.21,56.24,1.16,0.47,117.0,46.0,19.0,39.97,88.46,1157.12,7.59,10.73,Zaid,Drip,River,2.25,Yes,77.75,South,Medium,54.48
Cotton,Harvest,Loamy,8.04,59.61,1.54,3.48,117.0,46.0,19.0,35.87,50.04,2380.61,6.7,17.33,Kharif,Sprinkler,Reservoir,8.06,Yes,55.07,North,Low,17.58
Rice,Harvest,Silt,6.44,8.52,0.9,2.72,80.0,47.0,40.0,33.55,65.71,2379.85,7.55,3.36,Kharif,Canal,Reservoir,0.88,No,15.19,Central,Medium,9.75
Rice,Flowering,Loamy,7.09,53.17,1.33,1.75,80.0,47.0,40.0,32.05,33.89,1761.44,8.1,10.38,Zaid,Sprinkler,Groundwater,4.94,Yes,13.14,South,Medium,10.62
Maize,Vegetative,Silt,5.0,53.88,0.91,1.57,76.0,48.5,20.0,39.41,90.35,2450.87,4.51,10.53,Kharif,Canal,Rainwater,9.32,No,101.19,North,Medium,72.33
Rice,Flowering,Sandy,4.98,47.06,0.78,0.22,80.0,47.0,40.0,34.81,52.77,1981.85,6.12,16.48,Kharif,Rainfed,Reservoir,7.04,Yes,29.44,West,Medium,25.96
Maize,Sowing,Loamy,7.6,38.85,0.56,1.73,76.0,48.5,20.0,31.97,90.95,1130.59,10.25,6.01,Rabi,Rainfed,Rainwater,10.64,No,105.75,West,Low,57.21
Cotton,Harvest,Silt,5.61,36.68,0.74,2.36,117.0,46.0,19.0,27.26,86.8,211.66,8.69,6.37,Kharif,Drip,Groundwater,2.5,No,4.89,East,Low,2.38
Cotton,Harvest,Loamy,6.44,25.4,0.54,3.03,117.0,46.0,19.0,33.98,48.39,1940.57,10.2,8.13,Rabi,Canal,Rainwater,1.74,No,81.38,East,Low,35.2
Rice,Vegetative,Clay,6.83,53.4,0.75,1.35,80.0,47.0,40.0,12.93,69.71,113.17,6.61,3.29,Rabi,Sprinkler,Reservoir,1.74,Yes,24.97,East,Medium,20.07
Cotton,Harvest,Silt,5.78,33.59,0.38,1.49,117.0,46.0,19.0,30.95,77.53,800.49,6.39,13.31,Kharif,Rainfed,Groundwater,9.79,Yes,23.99,North,Low,9.42
Cotton,Sowing,Silt,5.81,13.39,1.09,0.79,117.0,46.0,19.0,14.02,67.14,2371.39,5.44,12.27,Zaid,Canal,River,14.2,No,59.73,East,Medium,45.42
Maize,Flowering,Sandy,4.99,34.96,1.43,1.44,76.0,48.5,20.0,24.31,77.97,613.38,10.4,16.51,Rabi,Drip,Groundwater,8.76,Yes,56.83,North,Low,35.45
Maize,Sowing,Sandy,4.81,34.5,1.36,2.43,76.0,48.5,20.0,38.96,78.68,432.88,7.28,3.89,Zaid,Sprinkler,Rainwater,11.62,No,105.69,East,Low,69.28
Cotton,Flowering,Loamy,5.14,45.25,0.67,1.5,117.0,46.0,19.0,40.6,41.8,509.18,6.76,9.31,Kharif,Drip,Reservoir,3.12,Yes,91.18,West,Low,60.94
Rice,Vegetative,Silt,7.49,34.85,0.48,3.18,80.0,47.0,40.0,35.47,52.35,592.02,5.2,7.97,Kharif,Sprinkler,Rainwater,12.97,No,16.07,East,Medium,13.29
Maize,Vegetative,Loamy,8.07,16.18,0.5,2.19,76.0,48.5,20.0,16.54,79.68,1595.8,9.62,19.99,Rabi,Drip,Reservoir,2.48,No,57.28,West,Medium,44.31
Rice,Flowering,Clay,6.67,47.32,0.48,2.29,80.0,47.0,40.0,35.19,87.68,1867.4,9.26,3.57,Kharif,Rainfed,Groundwater,0.43,No,14.13,Central,Medium,12.47
Rice,Harvest,Loamy,6.88,50.67,0.57,2.65,80.0,47.0,40.0,37.82,32.36,75.04,4.27,6.66,Zaid,Rainfed,River,2.84,Yes,49.35,North,Low,25.74
Maize,Vegetative,Clay,7.97,16.58,1.34,0.31,76.0,48.5,20.0,14.98,32.04,1513.16,7.39,6.83,Rabi,Sprinkler,Groundwater,7.3,Yes,45.18,South,Medium,34.36
Rice,Harvest,Clay,5.47,61.67,1.05,0.48,80.0,47.0,40.0,15.77,63.91,525.74,8.69,5.08,Kharif,Drip,Reservoir,5.2,Yes,4.06,South,Low,1.04
Rice,Flowering,Clay,5.18,50.15,1.07,2.79,80.0,47.0,40.0,24.9,64.35,844.97,5.46,14.78,Kharif,Rainfed,River,11.89,Yes,108.13,Central,Low,58.89
Maize,Sowing,Sandy,5.39,30.65,0.78,1.51,76.0,48.5,20.0,29.9,54.56,587.11,7.49,5.74,Rabi,Drip,Rainwater,13.87,Yes,17.97,South,Low,10.24
Cotton,Sowing,Sandy,6.07,29.89,0.96,2.3,117.0,46.0,19.0,19.63,34.69,212.13,9.82,19.66,Zaid,Sprinkler,Groundwater,2.05,No,83.6,South,Medium,81.58
Cotton,Vegetative,Silt,7.03,49.93,1.01,2.47,117.0,46.0,19.0,18.19,33.65,879.2,8.75,5.03,Rabi,Sprinkler,Rainwater,10.75,No,77.46,South,Low,32.87
Maize,Harvest,Loamy,7.92,10.44,0.75,1.85,76.0,48.5,20.0,41.96,27.6,1952.42,8.32,14.42,Rabi,Sprinkler,Reservoir,10.67,No,117.89,South,Medium,80.19
Cotton,Sowing,Loamy,5.45,45.86,0.32,2.81,117.0,46.0,19.0,28.57,45.8,588.77,6.59,1.82,Kharif,Rainfed,River,7.49,No,14.12,West,Low,6.93
Cotton,Harvest,Sandy,6.74,57.5,0.38,3.22,117.0,46.0,19.0,19.25,44.04,2235.83,7.99,6.17,Kharif,Sprinkler,Rainwater,10.68,No,118.2,South,Low,32.82
Cotton,Flowering,Silt,6.35,43.7,1.24,2.71,117.0,46.0,19.0,28.96,80.29,933.78,10.9,3.83,Zaid,Canal,River,9.04,No,62.6,South,Low,37.77
Maize,Flowering,Silt,6.33,58.59,1.46,1.59,76.0,48.5,20.0,23.61,52.41,2245.36,7.09,15.67,Kharif,Sprinkler,River,11.37,No,29.45,South,Medium,20.71
Maize,Flowering,Loamy,6.56,39.82,0.35,1.05,76.0,48.5,20.0,17.06,59.06,1865.4,4.22,9.09,Zaid,Drip,Groundwater,11.03,No,22.92,West,Low,12.69
Rice,Vegetative,Sandy,6.2,9.72,0.61,1.03,80.0,47.0,40.0,18.48,67.08,1806.88,10.1,10.93,Kharif,Drip,Rainwater,9.09,No,100.49,West,Medium,79.38
Cotton,Flowering,Silt,7.78,24.56,0.74,1.1,117.0,46.0,19.0,19.07,59.81,17.31,10.33,17.2,Rabi,Sprinkler,Rainwater,13.24,No,53.08,West,High,96.58
Maize,Vegetative,Loamy,6.92,21.36,0.86,1.41,76.0,48.5,20.0,12.76,61.22,565.26,4.88,13.14,Kharif,Canal,Rainwater,14.25,Yes,98.28,North,Medium,73.96
Cotton,Vegetative,Sandy,6.39,16.32,0.6,1.12,117.0,46.0,19.0,27.98,44.15,268.9,10.04,11.66,Zaid,Drip,River,8.12,Yes,1.77,North,High,2.53
Maize,Vegetative,Clay,5.54,43.86,1.03,1.84,76.0,48.5,20.0,31.55,93.88,2192.54,8.07,17.09,Kharif,Sprinkler,Reservoir,14.14,No,26.98,North,Medium,19.83
Maize,Vegetative,Sandy,8.06,17.63,0.91,1.56,76.0,48.5,20.0,26.35,35.55,377.59,10.15,15.73,Rabi,Drip,Groundwater,12.0,Yes,5.11,East,Medium,5.04
Maize,Flowering,Loamy,6.16,25.27,0.47,2.23,76.0,48.5,20.0,34.01,89.4,474.99,10.49,14.04,Kharif,Rainfed,River,3.7,Yes,7.07,West,Medium,7.88
Cotton,Flowering,Clay,6.57,14.16,0.85,2.64,117.0,46.0,19.0,30.39,71.12,568.98,4.74,1.28,Rabi,Rainfed,Rainwater,0.9,Yes,94.94,North,Medium,101.46
Maize,Flowering,Clay,5.96,51.53,0.76,2.87,76.0,48.5,20.0,15.96,89.78,2360.82,8.52,9.22,Zaid,Sprinkler,River,6.11,No,55.72,West,Low,27.25
